Name,Year,Author,ISBN-10,Pages,Language,File size,File format,Category,Links
Cocoa Programming,2010,Daniel H Steinberg,978-1-93435-630-2,454,English,7.3 MB,PDF,iOS,http://file.allitebooks.com/20150520/Cocoa Programming.pdf
Cocoa Programming Developer’s Handbook,2010,David Chisnall,978-0-321-63963-9,936,English,12.8 MB,PDF,iOS,http://file.allitebooks.com/20150520/Cocoa Programming Developer-s Handbook.pdf
Creating iPhone Apps with Cocoa Touch: The Mini Missing Manual,2010,Craig Hockenberry,978-1-4493-8840-9,150,English,1.2 MB,PDF,iOS,http://file.allitebooks.com/20150520/Creating iPhone Apps with Cocoa Touch The Mini Missing Manual.pdf
Designing the iPhone User Experience,2010,Suzanne Ginsburg,978-0-321-69943-5,336,English,12.6 MB,PDF,iOS,http://file.allitebooks.com/20150520/Designing the iPhone User Experience.pdf
Enterprise Mac Managed Preferences,2010,Edward Marczak,978-1-4302-2937-7,264,English,5.8 MB,PDF,iOS,http://file.allitebooks.com/20150520/Enterprise Mac Managed Preferences.pdf
iBooks and ePeriodicals on the iPad: The Mini Missing Manual,2010,J.D. Biersdorfer,978-1-4493-9408-0,200,English,5.3 MB,PDF,iOS,http://file.allitebooks.com/20150520/iBooks and ePeriodicals on the iPad The Mini Missing Manual.pdf
"iMac For Dummies, 6th Edition",2010,Mark L. Chambers,978-0-470-60737-4,432,English,9.6 MB,PDF,iOS,"http://file.allitebooks.com/20150520/iMac For Dummies, 6th Edition.pdf"
iPad Programming,2010,Daniel H Steinberg,978-1-93435-657-9,248,English,23.8 MB,PDF,iOS,http://file.allitebooks.com/20150520/iPad Programming.pdf
iPhone and iPad Apps for Absolute Beginners,2010,Rory Lewis,"978-1-4302-2700-7, 978-1-4302-2701-4",336,English,12.4 MB,PDF,iOS,http://file.allitebooks.com/20150520/iPhone and iPad Apps for Absolute Beginners.pdf
iPhone and iPad in Action,2010,Brandon Trebitowski,978-1-93518-258-0,432,English,8.4 MB,PDF,iOS,http://file.allitebooks.com/20150520/iPhone and iPad in Action.pdf
iPhone App Development: The Missing Manual,2010,Craig Hockenberry,978-0-596-80977-5,352,English,4.4 MB,PDF,iOS,http://file.allitebooks.com/20150520/iPhone App Development The Missing Manual.pdf
"iPhone: The Missing Manual, 4th Edition",2010,David Pogue,978-1-4493-9365-6,448,English,13.3 MB,PDF,iOS,"http://file.allitebooks.com/20150520/iPhone The Missing Manual, 4th Edition.pdf"
Java and Mac OS X,2010,T. Gene Davis,978-0-4705-2511-1,512,English,40.5 MB,PDF,iOS,http://file.allitebooks.com/20150520/Java and Mac OS X.pdf
Learn Office 2011 for Mac OS X,2010,Guy Hart-Davis,978-1-4302-3333-6,824,English,33 MB,PDF,iOS,http://file.allitebooks.com/20150520/Learn Office 2011 for Mac OS X.pdf
Learning iPhone Programming,2010,Alasdair Allan,978-0-596-80643-9,384,English,12.7 MB,PDF,iOS,http://file.allitebooks.com/20150520/Learning iPhone Programming.pdf
Learning Objective-C 2.0,2010,Robert Clair,978-0-321-71138-0,416,English,2.9 MB,PDF,iOS,http://file.allitebooks.com/20150520/Learning Objective-C 2.0.pdf
"MacBook For Dummies, 3rd Edition",2010,Mark L. Chambers,978-0-470-76918-8,432,English,3.7 MB,PDF,iOS,"http://file.allitebooks.com/20150520/MacBook For Dummies, 3rd Edition.pdf"
Professional iPhone and iPad Application Development,2010,Gene Backlin,978-0-470-87819-4,600,English,18.1 MB,PDF,iOS,http://file.allitebooks.com/20150520/Professional iPhone and iPad Application Development.pdf
Professional Xcode 3,2010,James Bucanek,978-1-4571-0574-6,744,English,71.1 MB,PDF,iOS,http://file.allitebooks.com/20150520/Professional Xcode 3.pdf
QuickBooks 2011: The Missing Manual,2010,Bonnie Biafore,978-1-4493-9245-1,722,English,9.4 MB,PDF,iOS,http://file.allitebooks.com/20150520/QuickBooks 2011 The Missing Manual.pdf
Tapworthy,2010,Josh Clark,978-1-4493-8165-3,320,English,10.7 MB,PDF,iOS,http://file.allitebooks.com/20150520/Tapworthy.pdf
Beginning iPhone 3 Development: Exploring the iPhone SDK,2009,David Mark,"978-1-4302-2459-4, 978-1-4302-2460-0",586,English,26.3 MB,PDF,iOS,http://file.allitebooks.com/20150520/Beginning iPhone 3 Development Exploring the iPhone SDK.pdf
Core Data,2009,Marcus S. Zarra,978-1-93435-632-6,256,English,3.3 MB,PDF,iOS,http://file.allitebooks.com/20150520/Core Data.pdf
Head First iPhone Development,2009,Dan Pilone,978-0-596-80354-4,560,English,15.6 MB,PDF,iOS,http://file.allitebooks.com/20150520/Head First iPhone Development.pdf
iPhone Advanced Projects,2009,Ben Smith,978-1-4302-2403-7,392,English,5 MB,PDF,iOS,http://file.allitebooks.com/20150520/iPhone Advanced Projects.pdf
iPhone Cool Projects,2009,Benjamin Jackson,"978-1-4302-2357-3, 978-1-4302-2358-0",233,English,3.8 MB,PDF,iOS,http://file.allitebooks.com/20150520/iPhone Cool Projects.pdf
iPhone Game Development,2009,Joe Hogue,978-0-596-15985-6,256,English,4.3 MB,PDF,iOS,http://file.allitebooks.com/20150520/iPhone Game Development.pdf
iPhone in Action,2009,Christopher Allen,193398886X,474,English,8.6 MB,PDF,iOS,http://file.allitebooks.com/20150520/iPhone in Action.pdf
iPhone SDK Development,2009,Bill Dudney,978-1-93435-625-8,661,English,15.4 MB,PDF,iOS,http://file.allitebooks.com/20150520/iPhone SDK Development.pdf
iPhone User Interface Design Projects,2009,Craig Kemper,"978-1-4302-2359-7, 978-1-4302-2360-3",274,English,37.9 MB,PDF,iOS,http://file.allitebooks.com/20150520/iPhone User Interface Design Projects.pdf
Learn Cocoa on the Mac,2009,David Mark,978-1-4302-1859-3,400,English,12.1 MB,PDF,iOS,http://file.allitebooks.com/20150520/Learn Cocoa on the Mac.pdf
Learn Objective-C for Java Developers,2009,James Bucanek,978-1-4302-2369-6,520,English,4.3 MB,PDF,iOS,http://file.allitebooks.com/20150520/Learn Objective-C for Java Developers.pdf
Mac OS X Snow Leopard Pocket Guide,2009,Chris Seibold,978-0-596-80272-1,232,English,3 MB,PDF,iOS,http://file.allitebooks.com/20150520/Mac OS X Snow Leopard Pocket Guide.pdf
Mac OS X Snow Leopard: The Missing Manual,2009,David Pogue,978-0-596-15328-1,904,English,12 MB,PDF,iOS,http://file.allitebooks.com/20150520/Mac OS X Snow Leopard The Missing Manual.pdf
More iPhone 3 Development: Tackling iPhone SDK 3,2009,David Mark,"978-1-4302-2505-8, 978-1-4302-2743-4",578,English,9.4 MB,PDF,iOS,http://file.allitebooks.com/20150520/More iPhone 3 Development Tackling iPhone SDK 3.pdf
Programming Cocoa with Ruby,2009,Brian Marick,978-1-93435-619-7,300,English,8.9 MB,PDF,iOS,http://file.allitebooks.com/20150520/Programming Cocoa with Ruby.pdf
"Switching to the Mac: The Missing Manual, Snow Leopard Edition",2009,David Pogue,978-0-596-80425-1,656,English,9 MB,PDF,iOS,"http://file.allitebooks.com/20150520/Switching to the Mac The Missing Manual, Snow Leopard Edition.pdf"
"The iPhone Developer’s Cookbook, 2nd Edition",2009,Erica Sadun,"978-0-321-65957-6, 0-321-65957-0",889,English,10.5 MB,PDF,iOS,"http://file.allitebooks.com/20150520/The iPhone Developer-s Cookbook, 2nd Edition.pdf"
Core Animation for Mac OS X and the iPhone,2008,Bill Dudney,978-1-93435-610-4,200,English,2.9 MB,PDF,iOS,http://file.allitebooks.com/20150520/Core Animation for Mac OS X and the iPhone.pdf
Professional iPhone and iPod touch Programming,2008,Richard Wagner,978-1-4571-0424-4,284,English,6.3 MB,PDF,iOS,http://file.allitebooks.com/20150520/Professional iPhone and iPod touch Programming.pdf
Programming Mac OS X,2003,Kevin O'Malley,978-1-93011-085-4,384,English,12.3 MB,PDF,iOS,http://file.allitebooks.com/20150520/Programming Mac OS X.pdf
"Learning Cocoa with Objective-C, 2nd Edition",2002,Apple Computer Inc,978-0-596-00301-2,384,English,5.8 MB,PDF,iOS,"http://file.allitebooks.com/20150520/Learning Cocoa with Objective-C, 2nd Edition.pdf"
Android Application Development for the Intel Platform,2014,Ryan Cohen,978-1-484201-01-5,520,English,19.6 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Application Development for the Intel Platform.pdf
"Android Apps for Absolute Beginners, 3rd Edition",2014,Wallace Jackson,978-1-484200-20-9,712,English,57 MB,PDF,Android,"http://file.allitebooks.com/20150520/Android Apps for Absolute Beginners, 3rd Edition.pdf"
Android Fragments,2014,Dave MacLean,978-1-484208-54-0,140,English,1.5 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Fragments.pdf
Android on x86,2014,Darren Cummings,978-1-4302-6130-8,380,English,12.6 MB,PDF,Android,http://file.allitebooks.com/20150520/Android on x86.pdf
"Android Recipes, 3rd Edition",2014,Dave Smith,978-1-4302-6322-7,772,English,16 MB,PDF,Android,"http://file.allitebooks.com/20150520/Android Recipes, 3rd Edition.pdf"
Hello App Inventor!,2014,Carl Simmons,978-1-61729-143-2,360,English,23.7 MB,PDF,Android,http://file.allitebooks.com/20150520/Hello App Inventor!.pdf
"Learn Java for Android Development, 3rd Edition",2014,Jeff Friesen,978-1-4302-6454-5,1200,English,8 MB,PDF,Android,"http://file.allitebooks.com/20150520/Learn Java for Android Development, 3rd Edition.pdf"
"Learning Android, 2nd Edition",2014,Marko Gargenta,978-1-44931-923-6,288,English,12.2 MB,PDF,Android,"http://file.allitebooks.com/20150520/Learning Android, 2nd Edition.pdf"
Migrating to Android for iOS Developers,2014,Sean Liao,978-1-484200-11-7,532,English,13.6 MB,PDF,Android,http://file.allitebooks.com/20150520/Migrating to Android for iOS Developers.pdf
Pro Android UI,2014,Wallace Jackson,978-1-4302-4986-3,580,English,52.1 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro Android UI.pdf
Unboxing Android USB,2014,Rajaram Regupathy,978-1-4302-6208-4,200,English,6 MB,PDF,Android,http://file.allitebooks.com/20150520/Unboxing Android USB.pdf
Xamarin Mobile Application Development for Android,2014,Mark Reynolds,978-1-78355-916-9,168,English,4.3 MB,PDF,Android,http://file.allitebooks.com/20150520/Xamarin Mobile Application Development for Android.pdf
50 Android Hacks,2013,Carlos Sessa,978-1-61729-056-5,216,English,3.4 MB,PDF,Android,http://file.allitebooks.com/20150520/50 Android Hacks.pdf
Android Application Development Cookbook,2013,Wei-Meng Lee,978-1-1181-7767-9,408,English,13.9 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Application Development Cookbook.pdf
Android Application Programming with OpenCV,2013,Joseph Howse,978-1-84969-520-6,130,English,5.8 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Application Programming with OpenCV.pdf
Android Developer Tools Essentials,2013,Mike Wolfson,978-1-4493-2821-4,250,English,18.1 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Developer Tools Essentials.pdf
Android Fragmentation Management How-to,2013,Gianluca Pacchiella,978-1-78216-086-1,50,English,2.3 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Fragmentation Management How-to.pdf
Android Native Development Kit Cookbook,2013,Feipeng Liu,978-1-84969-150-5,346,English,8.7 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Native Development Kit Cookbook.pdf
Android Studio Application Development,2013,Belen Cruz Zapata,978-1-78328-527-3,110,English,2 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Studio Application Development.pdf
Building Hybrid Android Apps with Java and JavaScript,2013,Nitin Khanna,978-1-44936-191-4,156,English,14.1 MB,PDF,Android,http://file.allitebooks.com/20150520/Building Hybrid Android Apps with Java and JavaScript.pdf
Developing Android on Android,2013,Mike Riley,978-1-93778-554-3,232,English,26.2 MB,PDF,Android,http://file.allitebooks.com/20150520/Developing Android on Android.pdf
Enterprise Android,2013,G. Blake Meike,978-1-11818-349-6,408,English,11.8 MB,PDF,Android,http://file.allitebooks.com/20150520/Enterprise Android.pdf
Expert Android,2013,Dave MacLean,978-1-4302-4950-4,436,English,5.5 MB,PDF,Android,http://file.allitebooks.com/20150520/Expert Android.pdf
"Introduction to Android Application Development, 4th Edition",2013,Joseph Annuzzi,978-0-321-94026-1,672,English,16.2 MB,PDF,Android,"http://file.allitebooks.com/20150520/Introduction to Android Application Development, 4th Edition.pdf"
Learn Android App Development,2013,Wallace Jackson,978-1-4302-5746-2,548,English,36.5 MB,PDF,Android,http://file.allitebooks.com/20150520/Learn Android App Development.pdf
"Learn Java for Android Development, 2nd Edition",2013,Jeff Friesen,978-1-4302-5722-6,780,English,3.5 MB,PDF,Android,"http://file.allitebooks.com/20150520/Learn Java for Android Development, 2nd Edition.pdf"
OpenGL ES 2 for Android,2013,Kevin Brothaler,978-1-93778-534-5,346,English,13 MB,PDF,Android,http://file.allitebooks.com/20150520/OpenGL ES 2 for Android.pdf
Pro Android Graphics,2013,Wallace Jackson,978-1-4302-5785-1,620,English,53.8 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro Android Graphics.pdf
Professional NFC Application Development for Android,2013,Busra Ozdenizci,978-1-118-38009-3,308,English,12.2 MB,PDF,Android,http://file.allitebooks.com/20150520/Professional NFC Application Development for Android.pdf
Spring for Android Starter,2013,Anthony Dahanne,978-1-78216-190-5,60,English,1.7 MB,PDF,Android,http://file.allitebooks.com/20150520/Spring for Android Starter.pdf
"The Android Developer’s Cookbook, 2nd Edition",2013,James Steele,978-0-321-89753-4,464,English,21.3 MB,PDF,Android,"http://file.allitebooks.com/20150520/The Android Developer-s Cookbook, 2nd Edition.pdf"
Advanced Android 4 Games,2012,Vladimir Silva,978-1-4302-4059-4,300,English,8.2 MB,PDF,Android,http://file.allitebooks.com/20150520/Advanced Android 4 Games.pdf
Android 4: New Features for Application Development,2012,Murat Aydin,978-1-84951-952-6,166,English,2.2 MB,PDF,Android,http://file.allitebooks.com/20150520/Android 4 New Features for Application Development.pdf
"Android Application Development For Dummies, 2nd Edition",2012,Donn Felker,978-1-118-38710-8,408,English,37.9 MB,PDF,Android,"http://file.allitebooks.com/20150520/Android Application Development For Dummies, 2nd Edition.pdf"
"Android Apps for Absolute Beginners, 2nd Edition",2012,Wallace Jackson,978-1-4302-4788-3,404,English,27.2 MB,PDF,Android,"http://file.allitebooks.com/20150520/Android Apps for Absolute Beginners, 2nd Edition.pdf"
Android Apps Security,2012,Sheran Gunasekera,978-1-4302-4062-4,248,English,5.8 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Apps Security.pdf
Android Apps with Eclipse,2012,Onur Cinar,978-1-4302-4434-9,372,English,18.9 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Apps with Eclipse.pdf
Android NDK,2012,Sylvain Ratabouil,978-1-8496-9152-9,436,English,6.5 MB,PDF,Android,http://file.allitebooks.com/20150520/Android NDK.pdf
"Android Recipes, 2nd Edition",2012,Dave Smith,978-1-4302-4614-5,960,English,9.4 MB,PDF,Android,"http://file.allitebooks.com/20150520/Android Recipes, 2nd Edition.pdf"
"Android Wireless Application Development, 3rd Edition",2012,Lauren Darcey,978-0-321-81384-8,528,English,5.8 MB,PDF,Android,"http://file.allitebooks.com/20150520/Android Wireless Application Development, 3rd Edition.pdf"
Beginning Android 4 Application Development,2012,Wei-Meng Lee,978-1-1181-9954-1,560,English,54.4 MB,PDF,Android,http://file.allitebooks.com/20150520/Beginning Android 4 Application Development.pdf
Beginning Android Web Apps Development,2012,Grant Allen,978-1-4302-3957-4,284,English,14 MB,PDF,Android,http://file.allitebooks.com/20150520/Beginning Android Web Apps Development.pdf
Decompiling Android,2012,Godfrey Nolan,978-1-4302-4248-2,304,English,4.6 MB,PDF,Android,http://file.allitebooks.com/20150520/Decompiling Android.pdf
Head First Android Development,2012,Jonathan Simon,978-1-4493-9330-4,608,English,41.2 MB,PDF,Android,http://file.allitebooks.com/20150520/Head First Android Development.pdf
Learn HTML5 and JavaScript for Android,2012,Gavin Williams,978-1-4302-4347-2,386,English,6.3 MB,PDF,Android,http://file.allitebooks.com/20150520/Learn HTML5 and JavaScript for Android.pdf
Learning Android Application Programming for the Kindle Fire,2012,Lauren Darcey,978-0-321-83397-6,352,English,10.4 MB,PDF,Android,http://file.allitebooks.com/20150520/Learning Android Application Programming for the Kindle Fire.pdf
Pro Android 4,2012,Dave MacLean,978-1-4302-3930-7,1020,English,30.8 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro Android 4.pdf
Pro Android Apps Performance Optimization,2012,Herve Guihot,978-1-4302-3999-4,284,English,3 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro Android Apps Performance Optimization.pdf
Pro Android Augmented Reality,2012,Raghav Sood,978-1-4302-3945-1,346,English,4 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro Android Augmented Reality.pdf
Pro Android C++ with the NDK,2012,Onur Cinar,978-1-4302-4827-9,416,English,5.3 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro Android C++ with the NDK.pdf
Pro OpenGL ES for Android,2012,Mayank Verma,978-1-4302-4002-0,308,English,6.3 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro OpenGL ES for Android.pdf
Professional Android 4 Application Development,2012,Reto Meier,978-1-1181-0227-5,864,English,24.3 MB,PDF,Android,http://file.allitebooks.com/20150520/Professional Android 4 Application Development.pdf
Professional Android Sensor Programming,2012,Adam Stroud,978-1-1181-8348-9,552,English,11.7 MB,PDF,Android,http://file.allitebooks.com/20150520/Professional Android Sensor Programming.pdf
"Programming Android, 2nd Edition",2012,G. Blake Meike,978-1-44931-664-8,566,English,6.8 MB,PDF,Android,"http://file.allitebooks.com/20150520/Programming Android, 2nd Edition.pdf"
Android Apps for Absolute Beginners,2011,Wallace Jackson,978-1-4302-3446-3,344,English,68.4 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Apps for Absolute Beginners.pdf
Android Cookbook,2011,Ian F. Darwin,978-1-4493-8841-6,672,English,10.1 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Cookbook.pdf
"Android in Action, 3rd Edition",2011,Chris King,978-1-6172-9050-3,644,English,13.2 MB,PDF,Android,"http://file.allitebooks.com/20150520/Android in Action, 3rd Edition.pdf"
Android Recipes,2011,Dave Smith,978-1-4302-3413-5,456,English,9 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Recipes.pdf
"Android Wireless Application Development, 2nd Edition",2011,Lauren Darcey,978-0-321-74301-5,792,English,11.5 MB,PDF,Android,"http://file.allitebooks.com/20150520/Android Wireless Application Development, 2nd Edition.pdf"
App Inventor,2011,David Wolber,978-1-4493-9748-7,384,English,9.8 MB,PDF,Android,http://file.allitebooks.com/20150520/App Inventor.pdf
Application Security for the Android Platform,2011,Jeff Six,978-1-4493-1507-8,112,English,2.4 MB,PDF,Android,http://file.allitebooks.com/20150520/Application Security for the Android Platform.pdf
Beginning Android 3,2011,Mark Murphy,978-1-4302-3297-1,612,English,19.9 MB,PDF,Android,http://file.allitebooks.com/20150520/Beginning Android 3.pdf
Beginning Android 4,2011,Grant Allen,978-1-4302-3984-0,604,English,16.3 MB,PDF,Android,http://file.allitebooks.com/20150520/Beginning Android 4.pdf
Beginning Android 4 Games Development,2011,Mario Zechner,978-1-4302-3987-1,696,English,11.5 MB,PDF,Android,http://file.allitebooks.com/20150520/Beginning Android 4 Games Development.pdf
Beginning Android Application Development,2011,Wei-Meng Lee,978-1-1180-1711-1,448,English,14.9 MB,PDF,Android,http://file.allitebooks.com/20150520/Beginning Android Application Development.pdf
Beginning Android Tablet Application Development,2011,Wei-Meng Lee,978-1-118-10673-0,256,English,40.2 MB,PDF,Android,http://file.allitebooks.com/20150520/Beginning Android Tablet Application Development.pdf
Beginning Android Tablet Programming,2011,Robbie Matthews,978-1-4302-3783-9,292,English,4 MB,PDF,Android,http://file.allitebooks.com/20150520/Beginning Android Tablet Programming.pdf
Developing Android Applications with Adobe AIR,2011,Veronique Brossier,978-1-4493-9482-0,316,English,2.3 MB,PDF,Android,http://file.allitebooks.com/20150520/Developing Android Applications with Adobe AIR.pdf
Developing Android Applications with Flex 4.5,2011,Rich Tretola,978-1-4493-0537-6,112,English,3 MB,PDF,Android,http://file.allitebooks.com/20150520/Developing Android Applications with Flex 4.5.pdf
Droid 2: The Missing Manual,2011,Preston Gralla,978-1-4493-0169-9,400,English,13.1 MB,PDF,Android,http://file.allitebooks.com/20150520/Droid 2 The Missing Manual.pdf
Flash Development for Android Cookbook,2011,Joseph Labrecque,978-1-8496-9142-0,372,English,27.4 MB,PDF,Android,http://file.allitebooks.com/20150520/Flash Development for Android Cookbook.pdf
Learning Android,2011,Marko Gargenta,978-1-4493-9050-1,268,English,6.8 MB,PDF,Android,http://file.allitebooks.com/20150520/Learning Android.pdf
Practical Android 4 Games Development,2011,J. F. DiMarzio,978-1-4302-4029-7,320,English,3.7 MB,PDF,Android,http://file.allitebooks.com/20150520/Practical Android 4 Games Development.pdf
Practical Android Projects,2011,Lucas Jordan,978-1-4302-3243-8,424,English,127.5 MB,PDF,Android,http://file.allitebooks.com/20150520/Practical Android Projects.pdf
Pro Android 3,2011,Dave MacLean,978-1-4302-3222-3,1200,English,21.6 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro Android 3.pdf
Pro Android Flash,2011,Dean Iverson,978-1-4302-3231-5,464,English,27.1 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro Android Flash.pdf
Pro Android Python with SL4A,2011,Paul Ferrill,978-1-4302-3569-9,296,English,6 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro Android Python with SL4A.pdf
Pro Android Web Apps,2011,Damon Oehlman,978-1-4302-3276-6,392,English,17.7 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro Android Web Apps.pdf
Programming Android,2011,G. Blake Meike,978-1-4493-8969-7,502,English,9.4 MB,PDF,Android,http://file.allitebooks.com/20150520/Programming Android.pdf
"Sams Teach Yourself Android Application Development in 24 Hours, 2nd Edition",2011,Lauren Darcey,978-0-672-33569-3,512,English,7.5 MB,PDF,Android,"http://file.allitebooks.com/20150520/Sams Teach Yourself Android Application Development in 24 Hours, 2nd Edition.pdf"
Sams Teach Yourself Samsung Galaxy Tab in 10 Minutes,2011,James F. Kelly,978-0-672-33682-9,192,English,6.9 MB,PDF,Android,http://file.allitebooks.com/20150520/Sams Teach Yourself Samsung Galaxy Tab in 10 Minutes.pdf
The Business of Android Apps Development,2011,Mark Rollins,978-1-4302-3942-0,244,English,8.4 MB,PDF,Android,http://file.allitebooks.com/20150520/The Business of Android Apps Development.pdf
Android for Work,2010,Marziah Karch,978-1-4302-3000-7,312,English,13.5 MB,PDF,Android,http://file.allitebooks.com/20150520/Android for Work.pdf
"Building Android Apps with HTML, CSS, and JavaScript",2010,Jonathan Stark,978-1-4493-8326-8,184,English,5.9 MB,PDF,Android,"http://file.allitebooks.com/20150520/Building Android Apps with HTML, CSS, and JavaScript.pdf"
"Hello, Android, 3rd Edition",2010,Ed Burnette,978-1-93435-656-2,320,English,4.7 MB,PDF,Android,"http://file.allitebooks.com/20150520/Hello, Android, 3rd Edition.pdf"
Pro Android Media,2010,Shawn Van Every,978-1-4302-3267-4,320,English,6.6 MB,PDF,Android,http://file.allitebooks.com/20150520/Pro Android Media.pdf
Professional Android 2 Application Development,2010,Reto Meier,978-0-470-56552-0,576,English,18.1 MB,PDF,Android,http://file.allitebooks.com/20150520/Professional Android 2 Application Development.pdf
Android Essentials,2008,Chris Haseman,978-1-4302-1064-1,100,English,1.2 MB,PDF,Android,http://file.allitebooks.com/20150520/Android Essentials.pdf
Windows Server 2012 R2 Inside Out Volume 1,2014,William Stanek,978-0-7356-8267-2,848,English,87.7 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows Server 2012 R2 Inside Out Volume 1.pdf
Introducing Windows 8.1 for IT Professionals,2013,Ed Bott,978-0-7356-8427-0,140,English,10.4 MB,PDF,Windows,http://file.allitebooks.com/20150520/Introducing Windows 8.1 for IT Professionals.pdf
Introducing Windows Server 2012 R2,2013,Mitch Tulloch,978-0-7356-8278-8,242,English,17.2 MB,PDF,Windows,http://file.allitebooks.com/20150520/Introducing Windows Server 2012 R2.pdf
Learning Microsoft Windows Server 2012 Dynamic Access Control,2013,Jochen Nickel,978-1-78217-818-7,146,English,8.9 MB,PDF,Windows,http://file.allitebooks.com/20150520/Learning Microsoft Windows Server 2012 Dynamic Access Control.pdf
Migration from Windows Server 2008 and 2008 R2 to 2012 How-to,2013,Santhosh Sivarajan,978-1-84968-744-7,75,English,3.1 MB,PDF,Windows,http://file.allitebooks.com/20150520/Migration from Windows Server 2008 and 2008 R2 to 2012 How-to.pdf
Training Guide: Administering Windows Server 2012,2013,Orin Thomas,978-0-73567-413-4,678,English,56.7 MB,PDF,Windows,http://file.allitebooks.com/20150520/Training Guide Administering Windows Server 2012.pdf
Windows 8 Tweaks,2013,Steve Sinchak,978-1-118-17277-3,410,English,30.5 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows 8 Tweaks.pdf
Windows PowerShell 3.0 Step by Step,2013,Ed Wilson,978-0-7356-6339-8,704,English,15.9 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows PowerShell 3.0 Step by Step.pdf
Windows Server 2012 Automation with PowerShell Cookbook,2013,Ed Goad,978-1-84968-946-5,372,English,6.7 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows Server 2012 Automation with PowerShell Cookbook.pdf
Windows Server 2012 Inside Out,2013,William R. Stanek,978-0-7356-6631-3,1584,English,33 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows Server 2012 Inside Out.pdf
Introducing Windows Server 2012 RTM Edition,2012,Mitch Tulloch,978-0-7356-7535-3,258,English,23 MB,PDF,Windows,http://file.allitebooks.com/20150520/Introducing Windows Server 2012 RTM Edition.pdf
Learn PowerShell Toolmaking in a Month of Lunches,2012,Don Jones,978-1-61729-116-6,312,English,7.9 MB,PDF,Windows,http://file.allitebooks.com/20150520/Learn PowerShell Toolmaking in a Month of Lunches.pdf
"Learn Windows PowerShell 3 in a Month of Lunches, 2nd Edition",2012,Don Jones,978-1-61729-108-1,368,English,7.6 MB,PDF,Windows,"http://file.allitebooks.com/20150520/Learn Windows PowerShell 3 in a Month of Lunches, 2nd Edition.pdf"
Training Guide: Configuring Windows 8,2012,Derek Schauland,978-0-73567-322-9,624,English,56.3 MB,PDF,Windows,http://file.allitebooks.com/20150520/Training Guide Configuring Windows 8.pdf
Training Guide: Installing and Configuring Windows Server 2012,2012,Mitch Tulloch,978-0-73567-310-6,638,English,65.8 MB,PDF,Windows,http://file.allitebooks.com/20150520/Training Guide Installing and Configuring Windows Server 2012.pdf
Troubleshoot and Optimize Windows 8 Inside Out,2012,Mike Halsey,978-0-7356-7080-8,720,English,33.1 MB,PDF,Windows,http://file.allitebooks.com/20150520/Troubleshoot and Optimize Windows 8 Inside Out.pdf
Windows 8 Administration Pocket Consultant,2012,William R. Stanek,978-0-7356-6613-9,672,English,16.9 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows 8 Administration Pocket Consultant.pdf
Windows Server 2012 Pocket Consultant,2012,William R. Stanek,978-0-7356-6633-7,720,English,9 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows Server 2012 Pocket Consultant.pdf
Windows Server 2012 Unified Remote Access Planning and Deployment,2012,Bala Natarajan,978-1-84968-828-4,328,English,14 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows Server 2012 Unified Remote Access Planning and Deployment.pdf
Windows Server 2012: Up and Running,2012,Samara Lynn,978-1-4493-2075-1,258,English,12 MB,PDF,Windows,http://file.allitebooks.com/20150520/Windows Server 2012 Up and Running.pdf
"Windows 7 Inside Out, Deluxe Edition",2011,Carl Siechert,978-0-7356-5692-5,1360,English,51.8 MB,PDF,Windows,"http://file.allitebooks.com/20150520/Windows 7 Inside Out, Deluxe Edition.pdf"
